image,name,author,category
/content/drive/My Drive/BookCovers/image_18375.jpg,2019 Guide to the Night Sky,Storm Dunlop,Natural-History
/content/drive/My Drive/BookCovers/image_18376.jpg,The Seabird's Cry,Adam Nicolson,Natural-History
/content/drive/My Drive/BookCovers/image_18377.jpg,Jackie French's Chook Book,Jackie French,Natural-History
/content/drive/My Drive/BookCovers/image_18378.jpg,Broca's Brain: Reflections on the Romance of Science,Carl Sagan,Natural-History
/content/drive/My Drive/BookCovers/image_18379.jpg,Wild Land,Peter Pickford,Natural-History
/content/drive/My Drive/BookCovers/image_18380.jpg,Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,Natural-History
/content/drive/My Drive/BookCovers/image_18381.jpg,The Log from the Sea of Cortez,John Steinbeck,Natural-History
/content/drive/My Drive/BookCovers/image_18382.jpg,Complete Horse Care Manual,Colin Vogel,Natural-History
/content/drive/My Drive/BookCovers/image_18383.jpg,Origins,Lewis Dartnell,Natural-History
/content/drive/My Drive/BookCovers/image_18384.jpg,Blue Mind,Wallace J Nichols,Natural-History
/content/drive/My Drive/BookCovers/image_18385.jpg,Making the Rounds with Oscar,David Dosa,Natural-History
/content/drive/My Drive/BookCovers/image_18386.jpg,The Tracker,Tom Brown,Natural-History
/content/drive/My Drive/BookCovers/image_18387.jpg,The Backyard Astronomer's Guide,Terence Dickinson,Natural-History
/content/drive/My Drive/BookCovers/image_18388.jpg,Apollo 11 50th Anniversary Edition,C. Riley,Natural-History
/content/drive/My Drive/BookCovers/image_18389.jpg,Birds of Paradise,Tim Laman,Natural-History
/content/drive/My Drive/BookCovers/image_18390.jpg,British Birds,Paul Sterry,Natural-History
/content/drive/My Drive/BookCovers/image_18391.jpg,Horse Anatomy for Performance,Gillian Higgins,Natural-History
/content/drive/My Drive/BookCovers/image_18392.jpg,Gemstones,Cally Hall,Natural-History
/content/drive/My Drive/BookCovers/image_18393.jpg,The Hidden Life of Trees (Illustrated Edition),Peter Wohlleben,Natural-History
/content/drive/My Drive/BookCovers/image_18394.jpg,The Puppy Listener,Jan Fennell,Natural-History
/content/drive/My Drive/BookCovers/image_18395.jpg,Yoga Dogs: Get in Touch with Your Inner Pup,Daniel Borris,Natural-History
/content/drive/My Drive/BookCovers/image_18396.jpg,In the Shadow of Man,Jane Goodall,Natural-History
/content/drive/My Drive/BookCovers/image_18397.jpg,Mindfulness and Surfing,Sam Bleakley,Natural-History
/content/drive/My Drive/BookCovers/image_18398.jpg,The Life-Size Guide to Insects: and other land invertebrates of New Zealand,Andrew Crowe,Natural-History
/content/drive/My Drive/BookCovers/image_18399.jpg,The Secret Life of the Owl,John Lewis-Stempel,Natural-History
/content/drive/My Drive/BookCovers/image_18400.jpg,Position Doubtful,Kim Mahood,Natural-History
/content/drive/My Drive/BookCovers/image_18401.jpg,Worlds in Collision,Immanuel Velikovsky,Natural-History
/content/drive/My Drive/BookCovers/image_18402.jpg,The Almanac,Lia Leendertz,Natural-History
/content/drive/My Drive/BookCovers/image_18403.jpg,The Almanac,Lia Leendertz,Natural-History
/content/drive/My Drive/BookCovers/image_18404.jpg,Down to Earth Dressage,Carl Hester,Natural-History
/content/drive/My Drive/BookCovers/image_18405.jpg,Dart,Alice Oswald,Natural-History
/content/drive/My Drive/BookCovers/image_18406.jpg,How to Make a Forest Garden,Patrick Whitefield,Natural-History
/content/drive/My Drive/BookCovers/image_18407.jpg,Click to Calm,Emma Parsons,Natural-History
/content/drive/My Drive/BookCovers/image_18408.jpg,Fifty Animals That Changed the Course of History,Eric Chaline,Natural-History
/content/drive/My Drive/BookCovers/image_18409.jpg,The Shark That Walks on Land,Michael Bright,Natural-History
/content/drive/My Drive/BookCovers/image_18410.jpg,Other Minds,Professor of Philosophy Peter Godfrey-Smith,Natural-History
/content/drive/My Drive/BookCovers/image_18411.jpg,Birdscaping Australian Gardens,George Adams,Natural-History
/content/drive/My Drive/BookCovers/image_18412.jpg,Being a Beast,Charles Foster,Natural-History
/content/drive/My Drive/BookCovers/image_18413.jpg,The Dog Who Dared to Dream,Sun-Mi Hwang,Natural-History
/content/drive/My Drive/BookCovers/image_18414.jpg,Kinship with All Life,J. Allen Boone,Natural-History
/content/drive/My Drive/BookCovers/image_18415.jpg,Canine Nutrigenomics - The New Science of Feeding Your Dog for Optimum Health,W Jeans Dodds,Natural-History
/content/drive/My Drive/BookCovers/image_18416.jpg,Animals Of A Bygone Era,Maja SÄFstrÖM,Natural-History
/content/drive/My Drive/BookCovers/image_18417.jpg,The Snow Leopard,Peter Matthiessen,Natural-History
/content/drive/My Drive/BookCovers/image_18418.jpg,Astronomy 101,Carolyn Collins Petersen,Natural-History
/content/drive/My Drive/BookCovers/image_18419.jpg,Practical Horse Whispering,Perry Wood,Natural-History
/content/drive/My Drive/BookCovers/image_18420.jpg,Barbara Sykes' Training Border Collies,Barbara Sykes,Natural-History
/content/drive/My Drive/BookCovers/image_18421.jpg,Death at Seaworld,David Kirby,Natural-History
/content/drive/My Drive/BookCovers/image_18422.jpg,Dogs,Ray Coppinger,Natural-History
/content/drive/My Drive/BookCovers/image_18423.jpg,100 Facts - Penguins,Miles Kelly,Natural-History
/content/drive/My Drive/BookCovers/image_18424.jpg,Match a Track,Marcel George,Natural-History
/content/drive/My Drive/BookCovers/image_18425.jpg,Maddie on Things,Theron Humphrey,Natural-History
/content/drive/My Drive/BookCovers/image_18426.jpg,Pop Sculpture,Tim Bruckner,Natural-History
/content/drive/My Drive/BookCovers/image_18427.jpg,Iris Grace,Arabella Carter-Johnson,Natural-History
/content/drive/My Drive/BookCovers/image_18428.jpg,Beetle Queen,M. G. Leonard,Natural-History
/content/drive/My Drive/BookCovers/image_18429.jpg,Horse Speak: An Equine-Human Translation Guide,Sharon Wilsie,Natural-History
/content/drive/My Drive/BookCovers/image_18430.jpg,Crap Taxidermy,Kat Su,Natural-History
/content/drive/My Drive/BookCovers/image_18431.jpg,Orchids,Royal Horticultural Society,Natural-History
/content/drive/My Drive/BookCovers/image_18432.jpg,Birds of the Photo Ark,Joel Sartore,Natural-History
/content/drive/My Drive/BookCovers/image_18433.jpg,A Gift from Bob,James Bowen,Natural-History
/content/drive/My Drive/BookCovers/image_18434.jpg,It Shouldn't Happen to a Vet,James Herriot,Natural-History
/content/drive/My Drive/BookCovers/image_18435.jpg,Cats are Weird,Jeffrey Brown,Natural-History
/content/drive/My Drive/BookCovers/image_18436.jpg,The Ascent Of Man,Jacob Bronowski,Natural-History
/content/drive/My Drive/BookCovers/image_18437.jpg,Wildlife Photographer of the Year: Portfolio 27,Rosamund Kidman Cox,Natural-History
/content/drive/My Drive/BookCovers/image_18438.jpg,Dinosaur,Dan Kainen,Natural-History
/content/drive/My Drive/BookCovers/image_18439.jpg,100 Facts About Sharks,Claudia O'Doherty,Natural-History
/content/drive/My Drive/BookCovers/image_18440.jpg,Pilgrim at Tinker Creek,Annie Dillard,Natural-History
/content/drive/My Drive/BookCovers/image_18441.jpg,How to Connect with Nature,Tristan Gooley,Natural-History
/content/drive/My Drive/BookCovers/image_18442.jpg,Mind of the Raven,Bernd Heinrich,Natural-History
/content/drive/My Drive/BookCovers/image_18443.jpg,The Robin,Stephen Moss,Natural-History
/content/drive/My Drive/BookCovers/image_18444.jpg,A Buzz in the Meadow,Dave Goulson,Natural-History
/content/drive/My Drive/BookCovers/image_18445.jpg,The Hidden Life of Wolves,Jim Dutcher,Natural-History
/content/drive/My Drive/BookCovers/image_18446.jpg,RHS Practical Cactus and Succulent Book,Christopher Young,Natural-History
/content/drive/My Drive/BookCovers/image_18447.jpg,Paw Tracks in the Moonlight,Denis O'Connor,Natural-History
/content/drive/My Drive/BookCovers/image_18448.jpg,"A Modern Herbal: the Medicinal, Culinary, Cosmetic and Economic Properties, Cultivation and Folk Lore of Herbs, Grasses, Fungi, Shrubs and Trees: Vol 2",Margaret Grieve,Natural-History
/content/drive/My Drive/BookCovers/image_18449.jpg,"After Cleo, Came Jonah",Helen Brown,Natural-History
/content/drive/My Drive/BookCovers/image_18450.jpg,A Mini Guide to the Identification of New Zealand Native Trees,Andrew Crowe,Natural-History
/content/drive/My Drive/BookCovers/image_18451.jpg,The Jeweler's Directory of Gemstones,Judith Crowe,Natural-History
/content/drive/My Drive/BookCovers/image_18452.jpg,Peggy and Me,Miranda Hart,Natural-History
/content/drive/My Drive/BookCovers/image_18453.jpg,Native Plants of the Sydney Region,Alan Fairley,Natural-History
/content/drive/My Drive/BookCovers/image_18454.jpg,Ghosts of the Tsunami,Richard Lloyd Parry,Natural-History
/content/drive/My Drive/BookCovers/image_18455.jpg,The Animal Book,DK,Natural-History
/content/drive/My Drive/BookCovers/image_18456.jpg,Cat Versus Human,Yasmine Surovec,Natural-History
/content/drive/My Drive/BookCovers/image_18457.jpg,Rusted Off,Gabrielle Chan,Natural-History
/content/drive/My Drive/BookCovers/image_18458.jpg,Botanicals Stationery Collection,Rifle Paper Co.,Natural-History
/content/drive/My Drive/BookCovers/image_18459.jpg,Rocks and Minerals,Chris Pellant,Natural-History
/content/drive/My Drive/BookCovers/image_18460.jpg,Spirit of the Wild,Steve Bloom,Natural-History
/content/drive/My Drive/BookCovers/image_18461.jpg,Lost Cat,Caroline Paul,Natural-History
/content/drive/My Drive/BookCovers/image_18462.jpg,The Eighty Dollar Champion,Elizabeth Letts,Natural-History
/content/drive/My Drive/BookCovers/image_18463.jpg,Inside of a Dog,Alexandra Horowitz,Natural-History
/content/drive/My Drive/BookCovers/image_18464.jpg,Cesar Millan's Short Guide to a Happy Dog,Cesar Millan,Natural-History
/content/drive/My Drive/BookCovers/image_18465.jpg,Birds of Sri Lanka,Deepal Warakagoda,Natural-History
/content/drive/My Drive/BookCovers/image_18466.jpg,World of Birds,New Holland Publishers,Natural-History
/content/drive/My Drive/BookCovers/image_18467.jpg,A Kestrel for a Knave,Barry Hines,Natural-History
/content/drive/My Drive/BookCovers/image_18468.jpg,Bird Sense,Tim Birkhead,Natural-History
/content/drive/My Drive/BookCovers/image_18469.jpg,"Birds, Beasts, and Relatives",Gerald Durrell,Natural-History
/content/drive/My Drive/BookCovers/image_18470.jpg,Nature Guide To The NZ Forest,Rob Lucas,Natural-History
/content/drive/My Drive/BookCovers/image_18471.jpg,Watercolour Tips,Ian King,Natural-History
/content/drive/My Drive/BookCovers/image_18472.jpg,Doodling for Cat People,Gemma Correll,Natural-History
/content/drive/My Drive/BookCovers/image_18473.jpg,Following Atticus,Thomas F. Ryan,Natural-History
/content/drive/My Drive/BookCovers/image_18474.jpg,A Field Guide to the Fungi of Australia,Tony Young,Natural-History
/content/drive/My Drive/BookCovers/image_18475.jpg,Budgies,Angela Davids,Natural-History
/content/drive/My Drive/BookCovers/image_18476.jpg,The Old Ways,Robert Macfarlane,Natural-History
/content/drive/My Drive/BookCovers/image_18477.jpg,When Species Meet,Donna J. Haraway,Natural-History
/content/drive/My Drive/BookCovers/image_18478.jpg,"Cavoodles. Ultimate Cavoodle Dog Manual. Cavoodle Care, Costs, Feeding, Grooming, Health and Training All Included.",George Hoppendale,Natural-History
/content/drive/My Drive/BookCovers/image_18479.jpg,The Pebbles on the Beach,Clarence Ellis,Natural-History
/content/drive/My Drive/BookCovers/image_18480.jpg,Autumn,Karl Ove Knausgaard,Natural-History
/content/drive/My Drive/BookCovers/image_18481.jpg,A Little Book of Coincidence in the Solar System,John Martineau,Natural-History
/content/drive/My Drive/BookCovers/image_18482.jpg,T-Rex Trying,Hugh Murphy,Natural-History
/content/drive/My Drive/BookCovers/image_18483.jpg,The Bach Flower Remedies Step by Step,Judy Howard,Natural-History
/content/drive/My Drive/BookCovers/image_18484.jpg,Birds of East Africa,Terry Stevenson,Natural-History
/content/drive/My Drive/BookCovers/image_18485.jpg,von Martius. The Book of Palms,H. Walter Lack,Natural-History
/content/drive/My Drive/BookCovers/image_18486.jpg,Moss,Ulrica Nordstroem,Natural-History
/content/drive/My Drive/BookCovers/image_18487.jpg,Crystals for Beginners,Karen Frazier,Natural-History
/content/drive/My Drive/BookCovers/image_18488.jpg,The Feather Thief,Kirk Wallace Johnson,Natural-History
/content/drive/My Drive/BookCovers/image_18489.jpg,Walking,Henry David Thoreau,Natural-History
/content/drive/My Drive/BookCovers/image_18490.jpg,Collins Fungi Guide,Stefan T. Buczacki,Natural-History
/content/drive/My Drive/BookCovers/image_18491.jpg,Animals Real and Imagined,Terryl Whitlatch,Natural-History
/content/drive/My Drive/BookCovers/image_18492.jpg,My Animals and Other Family,Clare Balding,Natural-History
/content/drive/My Drive/BookCovers/image_18493.jpg,The Forager Handbook,Miles Irving,Natural-History
/content/drive/My Drive/BookCovers/image_18494.jpg,Being a Dog,Alexandra Horowitz,Natural-History
/content/drive/My Drive/BookCovers/image_18495.jpg,A Branch from the Lightning Tree,Martin Shaw,Natural-History
/content/drive/My Drive/BookCovers/image_18496.jpg,Dog Sense,John Bradshaw,Natural-History
/content/drive/My Drive/BookCovers/image_18497.jpg,Gifts of the Crow,John Marzluff,Natural-History
/content/drive/My Drive/BookCovers/image_18498.jpg,The Complete Book of Cacti and Succulents,Terry Hewitt,Natural-History
/content/drive/My Drive/BookCovers/image_18499.jpg,Velveteen Rabbit Board Book,Margery Williams,Natural-History
/content/drive/My Drive/BookCovers/image_18500.jpg,I Am Maru,Mugumogu,Natural-History
/content/drive/My Drive/BookCovers/image_18501.jpg,How To Make A Plant Love You,Summer Rayne Oakes,Natural-History
/content/drive/My Drive/BookCovers/image_18502.jpg,How Your Horse Moves,Gillian Higgins,Natural-History
/content/drive/My Drive/BookCovers/image_18503.jpg,Life on Air,Sir David Attenborough,Natural-History
/content/drive/My Drive/BookCovers/image_18504.jpg,The Presence of the Past,Rupert Sheldrake,Natural-History
/content/drive/My Drive/BookCovers/image_18505.jpg,The Trainable Cat,John Bradshaw,Natural-History
/content/drive/My Drive/BookCovers/image_18506.jpg,Tails are Not for Pulling,Elizabeth Verdick,Natural-History
/content/drive/My Drive/BookCovers/image_18507.jpg,The Extraordinary Life of Pikelet,Calley Gibson,Natural-History
/content/drive/My Drive/BookCovers/image_18508.jpg,Rocks & Minerals Playing Cards,Dan R. Lynch,Natural-History
/content/drive/My Drive/BookCovers/image_18509.jpg,The Aliens Are Coming!,Ben Miller,Natural-History
/content/drive/My Drive/BookCovers/image_18510.jpg,Ireland's Trees,Niall Mac Coitir,Natural-History
/content/drive/My Drive/BookCovers/image_18511.jpg,RHS Genealogy for Gardeners,Simon Maughan,Natural-History
/content/drive/My Drive/BookCovers/image_18512.jpg,The New Encyclopedia of Snakes,Chris Mattison,Natural-History
/content/drive/My Drive/BookCovers/image_18513.jpg,Your Guide to Forest Bathing,M. Amos Clifford,Natural-History
/content/drive/My Drive/BookCovers/image_18514.jpg,Science of Creature Design,Terryl Whitlatch,Natural-History
/content/drive/My Drive/BookCovers/image_18515.jpg,Woman in the Wilderness,Miriam Lancewood,Natural-History
/content/drive/My Drive/BookCovers/image_18516.jpg,Things That Are,Amy Leach,Natural-History
/content/drive/My Drive/BookCovers/image_18517.jpg,Hunt For The Skinwalker,Colm Kelleher,Natural-History
/content/drive/My Drive/BookCovers/image_18518.jpg,Off the Leash 2020 Square Wall Calendar,Inc Browntrout Publishers,Natural-History
/content/drive/My Drive/BookCovers/image_18519.jpg,Dirt,David R. Montgomery,Natural-History
/content/drive/My Drive/BookCovers/image_18520.jpg,Pugs in Costumes,,Natural-History
/content/drive/My Drive/BookCovers/image_18521.jpg,Cat Yoga Postcards,Rick Tillotson,Natural-History
/content/drive/My Drive/BookCovers/image_18522.jpg,Natural History,Pliny The Elder,Natural-History
/content/drive/My Drive/BookCovers/image_18523.jpg,Paint by Sticker: Birds,Workman Publishing,Natural-History
/content/drive/My Drive/BookCovers/image_18524.jpg,How to Speak Chicken,Melissa Caughey,Natural-History
/content/drive/My Drive/BookCovers/image_18525.jpg,Ecology without Nature,Timothy Morton,Natural-History
/content/drive/My Drive/BookCovers/image_18526.jpg,Fight!,Jean Donaldson,Natural-History
/content/drive/My Drive/BookCovers/image_18527.jpg,How Dogs Learn,Mary R Burch,Natural-History
/content/drive/My Drive/BookCovers/image_18528.jpg,Dinosaurs A Children's Encyclopedia,DK,Natural-History
/content/drive/My Drive/BookCovers/image_18529.jpg,A Year in the Wild,Ruth Symons,Natural-History
/content/drive/My Drive/BookCovers/image_18530.jpg,Destination Mars,Andrew May,Natural-History
/content/drive/My Drive/BookCovers/image_18531.jpg,How to be a Good Creature: A Memoir in Thirteen Animals,Sy Montgomery,Natural-History
/content/drive/My Drive/BookCovers/image_18532.jpg,Complete Book of Dinosaurs,Dougal Dixon,Natural-History
